Cell Line,Cancer Type,Tissue,17-AAG,681640,A-443654,A-770041,ABT-263,ABT-888,AG-014699,AICAR,AKT inhibitor VIII,AMG-706,AP-24534,AS601245,ATRA,AUY922,AZ628,AZD-0530,AZD-2281,AZD6244,AZD6482,AZD7762,AZD8055,Axitinib,BAY 61-3606,BI-2536,BIBW2992,BIRB 0796,BMS-509744,BMS-536924,BMS-708163,BMS-754807,BX-795,Bexarotene,Bicalutamide,Bleomycin,Bortezomib,Bosutinib,Bryostatin 1,CCT007093,CCT018159,CEP-701,CGP-082996,CGP-60474,CHIR-99021,CI-1040,CMK,Camptothecin,Cyclopamine,Cytarabine,DMOG,Dasatinib,Docetaxel,Doxorubicin,EHT 1864,Elesclomol,Embelin,Epothilone B,Erlotinib,Etoposide,FH535,FTI-277,GDC-0449,GDC0941,GNF-2,GSK-1904529A,GSK-650394,GSK269962A,GW 441756,GW843682X,Gefitinib,Gemcitabine,IPA-3,Imatinib,JNJ-26854165,JNK Inhibitor VIII,JNK-9L,JW-7-52-1,KIN001-135,KU-55933,LAQ824,LFM-A13,Lapatinib,Lenalidomide,MG-132,MK-2206,MS-275,Methotrexate,Midostaurin,Mitomycin C,NSC-87877,NU-7441,NVP-BEZ235,NVP-TAE684,Nilotinib,Nutlin-3a,OSI-906,OSU-03012,Obatoclax Mesylate,PAC-1,PD-0325901,PD-0332991,PD-173074,PF-02341066,PF-4708671,PF-562271,PHA-665752,PLX4720,Paclitaxel,Parthenolide,Pazopanib,Pyrimethamine,QS11,RDEA119,RO-3306,Rapamycin,Roscovitine,S-Trityl-L-cysteine,SB 216763,SB590885,SL 0101-1,Salubrinal,Shikonin,Sorafenib,Sunitinib,TGX221,TW 37,Temsirolimus,Thapsigargin,Tipifarnib,VX-680,VX-702,Vinblastine,Vinorelbine,Vorinostat,WH-4-023,WZ-1-84,XMD8-85,Z-LLNle-CHO,ZM-447439
SF268,aero_digestive_tract,head_and_neck,-0.876407,3.480689,1.049751,1.376507,4.036386,5.55283,3.102016,9.646795,2.717255,2.996311,-0.801631,3.217199,7.056749,-3.381002,2.53029,1.725017,5.394344,5.736592,3.251418,-1.606981,0.591862,0.962946,1.040038,-2.766812,3.641377,3.572858,2.43861,1.112113,3.972241,0.936265,1.320272,3.79855,4.62141,0.276094,-6.988301,1.442522,-0.583967,6.010492,2.194682,-1.183826,2.61811,-3.164854,5.799896,3.08155,3.918437,-7.025275,6.230782,-1.680467,6.026723,-1.748471,-6.205352,-2.381422,5.857163,-5.669764,2.066436,-5.369735,5.046112,0.935094,1.795744,2.272198,6.321632,1.95099,5.207679,4.506961,2.775786,1.82967,2.281351,-2.488924,4.167697,-6.983094,6.521133,5.422989,2.869842,4.90393,-0.620944,-2.320264,5.859893,5.460663,-2.989482,6.528659,2.930706,6.140243,-0.420967,2.905848,1.247531,0.699769,-0.931888,-1.766928,7.597801,3.990975,-1.865443,-0.173857,3.549422,6.690322,4.559255,1.33622,-2.854969,1.60908,-1.11456,0.46865,5.348625,4.741604,6.474763,2.058677,5.138619,6.688069,-4.464834,2.538839,2.560498,1.281265,2.720017,2.534862,2.30028,1.312525,4.880451,1.148646,7.087523,6.22944,6.818522,5.303112,1.718728,4.627345,1.20258,5.104421,-1.303418,-1.359523,-6.093133,2.088148,1.56844,5.216365,-4.911128,-4.115904,0.874829,0.911004,2.809694,2.021234,4.032545,2.277414
SF295,digestive_system,stomach,-2.740785,,,,2.367472,6.060815,3.484773,12.208716,2.611417,3.811953,1.285237,1.110966,5.648394,-4.062341,,,4.111663,3.881955,3.16873,-1.210598,-0.378237,1.107231,2.340798,,3.259731,5.813111,,,6.09832,0.361901,1.429855,1.642088,3.736293,-3.84492,,1.009087,-1.807681,5.662973,2.347363,-0.847779,,,4.381468,2.425726,,-4.839815,,1.394735,5.841239,,-4.272988,-3.014223,3.124607,-4.689054,0.562325,-6.256443,,0.504439,0.850983,2.588881,3.179101,0.839515,,4.087802,2.027684,,4.563923,,2.397001,-2.973509,7.236812,,2.012779,3.470598,-0.589268,,,4.601662,-3.15809,5.101005,,5.003139,,1.758949,,2.519292,-1.299877,-4.467276,7.584985,3.708844,-3.967013,,,4.658926,5.37222,1.37724,-1.078828,2.980267,1.233354,1.792463,3.269417,,4.153643,1.864049,,3.927675,,,6.253017,,1.171993,2.779445,3.726607,,,,5.52998,4.46388,6.300275,,-0.409203,,,,-0.463732,-2.804945,-8.010582,0.772082,,4.899115,-3.315652,-4.420292,0.064141,,,,,
SF539,lung,lung_small_cell_carcinoma,-2.705835,0.221658,1.333176,5.326429,5.158549,6.364406,2.58256,10.142345,4.656348,2.852859,1.62916,2.846635,4.214184,-0.224086,2.88286,4.985404,2.441386,2.635293,3.08012,-1.989208,0.457227,3.288467,2.173843,-0.719814,2.223068,6.11003,6.936113,2.949618,6.076695,1.760113,1.319741,6.46696,5.341431,-0.933806,-3.879038,2.712325,-0.291635,5.472992,4.23551,-1.745441,3.744162,-1.140288,2.639888,3.021265,2.614516,-4.709559,6.353713,-0.333003,5.735353,2.628699,-7.862621,-2.106055,5.074095,-3.714272,2.737514,-6.087332,4.879689,0.474303,3.044955,5.040398,5.500912,1.944957,5.478136,5.125652,6.521455,0.252012,4.832083,-1.089258,3.750749,-6.885031,4.793865,5.055793,2.331628,4.754519,-0.396149,-0.016173,5.194021,6.023514,-2.780496,6.205721,5.205666,6.472525,5.261281,2.389137,-1.630005,2.949177,3.329515,-2.063429,7.58408,4.018569,-2.949816,-7.479972,4.736654,6.026858,5.313717,3.471474,-2.152819,2.572789,-0.396571,5.852232,4.648312,-1.588454,4.931684,2.220396,3.917284,7.017463,-3.72934,0.90544,5.740961,0.934548,3.253638,0.793342,2.021809,-11.364647,6.71307,0.723706,3.091944,6.373054,6.528978,7.745245,-0.154522,1.635549,4.667669,5.798525,-0.754725,-2.112957,-6.242709,4.047993,2.88994,5.034196,-6.715928,-4.261451,1.661331,5.409148,7.022762,6.278523,3.655076,2.24952
SHP-77,nervous_system,glioma,-0.099981,4.375047,2.357362,4.827063,4.353445,6.15523,4.853775,9.736958,5.10911,4.853165,3.073258,3.820857,6.378796,-1.93293,4.701187,5.141427,6.038523,3.950369,4.439491,3.960617,4.704566,5.398538,2.400541,-0.346237,3.388388,5.854786,6.319348,6.047813,4.584171,4.402692,5.929666,7.24198,5.10503,4.956775,-3.269445,4.884295,-0.358257,5.714217,2.199922,1.259826,4.906603,-1.865519,5.688997,5.66171,4.982693,0.434136,7.175602,4.552674,6.710057,5.495791,-1.962709,2.292828,3.363867,0.377288,4.179135,-5.313622,5.341703,5.992966,3.129413,4.75246,6.874783,6.006665,5.30455,-1.753342,6.825105,5.535297,4.628528,-2.859167,2.062617,1.924924,7.355626,4.997662,2.744924,6.126598,-0.192217,1.783271,6.422818,6.718178,-2.525645,7.01331,4.958383,5.99384,1.97745,2.240641,1.387603,0.649501,1.927501,0.32085,8.063618,5.203526,1.26073,5.513125,5.083363,2.530309,5.092074,3.787505,0.695809,4.909415,0.12537,1.842946,5.396026,5.348019,4.278318,4.912483,6.122096,6.569457,-0.737005,6.264477,5.046085,3.288841,5.325868,6.21279,3.313749,2.342476,4.824614,1.955324,6.632247,6.221559,3.277934,3.672872,-0.808476,2.273838,3.937063,6.827305,-0.795377,1.530155,-2.827947,2.296979,5.813954,5.30467,-1.909307,-0.677115,1.965645,6.062131,7.332425,5.891095,3.683168,2.953765
SIMA,nervous_system,glioma,4.376534,5.231163,5.505955,5.092964,3.194371,6.534963,4.357478,9.864889,5.936286,3.828927,0.396671,2.385985,6.878619,-0.332414,1.495191,5.492653,6.558716,5.94605,5.824649,-2.155135,0.622783,1.608576,1.97114,1.276523,3.95693,3.104547,4.404051,4.763634,4.662906,-1.076769,3.845998,5.727451,5.138387,1.935876,-3.756075,5.45149,-0.364048,6.658746,2.862364,-0.838451,6.370339,3.08068,2.88546,2.957522,4.887164,-6.202443,6.00125,-1.826514,6.739978,5.687748,-3.452933,-0.962702,6.39022,-3.638174,1.852053,-3.959375,6.257599,2.180678,2.626426,4.851327,7.079589,2.274995,5.264669,4.999955,5.562246,4.900175,1.76314,0.107043,3.940229,-1.824802,8.100215,4.048844,3.328652,6.395331,-0.24629,0.52018,8.255507,6.244919,-1.995937,5.233451,5.701843,6.658767,1.669149,3.155907,7.49976,-0.759074,0.996433,-1.421201,7.259995,4.209146,-0.467457,5.502361,5.536003,2.550157,0.066022,1.904286,-0.70487,1.312739,-3.086571,-0.19543,4.014829,5.965396,6.479207,1.421662,4.577264,7.119776,-1.06188,3.679229,3.99297,8.520803,4.086635,0.968916,6.045453,2.802162,8.024183,6.760088,,6.492339,7.0901,3.485538,0.840891,1.946055,5.757832,5.88145,-2.155681,-0.074497,-3.258717,3.389256,6.266112,5.645725,-1.6747,-2.180752,0.515578,2.424059,6.935079,6.618399,5.743092,3.125003
SJRH30,nervous_system,glioma,0.714187,1.936085,,,4.642227,6.44754,2.65527,12.10257,5.820275,4.658577,2.503882,4.929976,7.28986,-2.359821,,,5.331817,3.845403,,-4.14589,0.896743,3.505937,4.172285,,1.57052,5.10132,,,5.948628,-2.208945,1.623409,3.915673,4.834913,-0.881626,,4.490193,-1.416694,5.004465,2.433832,-1.786751,,,5.30089,6.669654,,-2.716803,,-3.060132,7.346817,,-5.145814,-1.7548,3.666957,-5.306979,2.07623,-4.34671,,1.552583,0.72585,4.408377,7.054573,2.099095,,3.66829,4.559501,,3.733877,,4.150437,-2.240496,6.975587,,2.556654,4.667417,-1.05168,,,6.131714,-3.385648,6.186939,,6.073624,,1.305956,,-0.794487,0.581547,0.515338,7.474417,4.189737,-1.934858,,5.455743,5.739529,-0.676838,2.151779,-1.137801,1.493612,1.599381,3.244528,3.234388,,5.21832,2.320855,,6.419055,,,4.205327,,4.084261,3.52229,6.194991,,,,6.715124,5.40155,6.596133,,-0.996424,,,,-1.991287,0.804322,-4.728693,2.164966,,4.383333,-3.482767,-3.529687,-0.660727,,,,,2.195779
SJSA-1,skin,melanoma,-1.144217,2.27168,-0.976844,4.4318,3.717457,5.355597,3.896826,6.855389,3.608407,4.009467,0.880751,3.674129,6.231994,-3.89382,0.357723,4.192158,5.599526,1.33011,4.362658,-0.874325,-0.808463,4.242643,1.327664,-2.896733,3.29649,4.013932,2.032292,-0.785317,5.360945,-1.12054,3.536341,2.95599,4.447178,0.78265,-6.113196,4.033388,-1.135477,6.315466,2.84605,-1.534174,4.535096,-2.802026,5.88871,2.491013,3.960046,-4.017472,6.235071,-1.447475,5.625923,2.166542,-7.202132,-2.197805,5.706453,-4.395464,1.450785,-6.1723,4.775817,1.093317,1.740998,0.98451,6.917213,1.31188,4.557079,4.771663,2.713506,0.044267,2.440139,-3.421806,3.968312,-1.634683,4.277095,4.673787,3.46928,6.228886,-1.38236,-3.172976,4.20221,5.299034,-3.04581,6.805839,3.818753,6.025008,2.207275,2.58269,0.420419,2.751014,2.128664,-2.02829,7.509087,3.023778,-3.256123,-0.450599,4.779611,1.038706,0.035877,-0.661521,-1.916843,0.84128,-2.093988,0.866243,4.630393,4.581004,5.728792,2.828608,5.232037,6.235912,-4.035656,4.02443,5.623756,1.328208,0.93944,-1.844543,4.18243,-1.303955,3.914117,-0.287025,4.365841,3.087838,6.010332,5.360599,1.709343,4.965342,2.036092,4.274959,-1.118769,-1.942766,-5.807629,3.12794,2.423841,3.220412,-4.418054,-4.373114,1.881519,5.005133,6.232813,3.359569,2.254393,3.351443
SK-CO-1,lung,lung_small_cell_carcinoma,-2.960199,,,,-1.018781,6.141516,5.703375,11.227118,2.364566,4.029273,2.377418,2.228847,6.314362,-2.526762,,,4.801848,5.841949,5.42143,-0.16499,0.66455,2.992858,2.881189,,2.004122,6.027356,,,2.252193,-1.623359,2.319657,5.944806,3.085901,-1.400301,,4.723838,-0.997836,6.248012,5.67526,-1.275316,,,3.732311,0.876925,,-5.555747,,-1.087692,10.027208,,-6.02353,-2.046328,6.227256,-2.72158,2.609477,-4.696183,,0.487378,2.592555,3.126547,6.830843,0.67171,,4.651205,4.759143,,4.827685,,3.093367,-3.381029,6.126652,,5.439761,6.904069,-0.09258,,,4.345071,-2.361125,5.664347,,6.058669,,2.453781,,1.993163,-0.656834,-1.600411,6.947908,4.014843,-1.325692,,,2.152656,2.397269,4.963001,0.961875,4.767053,-4.661272,3.282731,5.307339,,5.404772,2.278533,,5.955972,,,5.122651,,5.942877,-1.541287,2.318195,,,,6.485257,1.713949,6.649646,,0.720228,,,,-0.821599,-0.222859,-4.072931,2.561697,,5.186608,-2.884124,-4.768096,1.298627,,,,,
SK-HEP-1,blood,acute_myeloid_leukaemia,2.465095,1.179075,,,4.906964,6.00777,5.351509,6.824648,4.264006,5.196898,-1.097561,1.581578,5.294825,-5.696203,,,5.177095,0.828762,3.970434,3.070565,0.93702,3.447671,0.601071,,3.422065,6.825194,,,5.460385,0.332472,1.087689,3.453078,4.310143,-0.879646,,0.696864,-1.750834,6.691312,2.570813,-3.465637,,,5.505508,1.780818,,-4.926354,,-0.586245,4.433582,,-5.839254,-3.65498,5.566269,0.146288,2.259734,-6.801232,,-1.320054,1.058792,1.889436,6.648925,5.945932,,3.554396,1.846987,,4.746116,,1.904721,-5.093595,4.939149,,6.746416,6.782515,-0.890921,,,5.771764,-3.219858,6.058237,,6.273078,,4.247761,,0.051972,-0.66753,-0.437479,6.413316,4.786836,-3.078326,,4.714928,1.319879,3.657962,1.198534,-1.627752,5.152992,-1.703864,0.952684,5.196732,,5.454798,2.123127,,2.429458,,,3.181343,,2.308856,0.719181,5.460481,,,,6.8611,3.9353,5.975552,,-0.602372,,,,0.414555,-1.262608,-4.853311,-0.336777,,5.04967,-4.418672,-5.399986,1.009385,,,,,2.167209
SK-LMS-1,nervous_system,neuroblastoma,-0.569246,1.474344,-1.285997,5.118005,2.372953,5.281633,5.385377,7.043844,2.170712,1.903861,-0.408414,1.999391,5.066421,-5.387057,5.396939,5.208031,5.383444,5.877245,-0.362336,-1.138074,-0.515566,1.572629,2.704393,-2.846374,3.432169,1.474481,3.151939,1.57151,5.556147,0.334255,0.931243,2.031398,4.74881,0.977429,-7.065595,-0.32634,-0.828717,4.592023,1.773713,-3.47277,4.704914,-2.004205,0.971262,1.379962,0.33545,-6.075226,6.703232,-1.686556,4.786472,1.137466,-7.285574,-2.933411,5.983946,-4.579919,1.73037,-7.344695,4.964905,-0.59275,1.13044,3.886898,6.280735,-0.492825,4.903714,4.244066,1.683163,3.484204,1.83832,-2.61195,4.050114,-7.456608,2.692107,5.337864,2.447696,5.542221,-0.792876,-4.259429,6.168684,2.451246,-3.071539,4.869209,2.675148,5.172154,-1.644884,0.222215,2.330532,2.170537,-1.040306,-0.822598,2.245629,1.636635,-3.680717,0.148194,5.340714,5.995499,5.247274,0.341008,-1.157455,4.678016,-2.556713,1.09068,5.339859,0.570229,4.361104,2.277816,-0.107072,4.958512,-5.520048,2.755747,4.698356,6.309484,1.078707,0.094447,5.400867,-5.993474,7.315173,2.201368,,6.258372,6.849231,3.706913,-2.221858,4.462714,1.343746,4.93598,-2.018871,-5.249398,-8.397138,-1.692334,0.200585,3.785552,-5.466778,-6.528715,0.45384,4.94226,6.144103,3.361627,4.101456,2.367505
SK-LU-1,soft_tissue,rhabdomyosarcoma,-3.479453,0.000754,,,1.539206,4.251785,4.437815,7.437178,3.738692,4.768103,-1.156273,1.535271,3.550521,-3.992073,,,4.901413,1.351265,4.677262,-2.47443,-0.936277,4.811326,0.70684,,3.705165,5.092469,,,4.38286,-1.413451,1.82434,3.666166,4.210746,-0.001318,,1.158196,-2.610581,6.079277,2.44136,-1.36376,,,5.238717,1.305078,,-5.357396,,0.271656,4.189623,,-4.250705,-4.378608,5.34721,-4.571749,1.97569,-7.05107,,0.254345,1.185223,2.532848,6.164599,0.894396,,3.052374,1.378801,,2.101801,,1.282724,-7.330634,2.937739,,3.370324,3.297981,-0.013349,,,4.081648,-2.038203,4.824462,,5.171196,,2.815143,,2.027936,-0.82133,-6.111471,6.892823,3.155651,-3.643273,,4.535118,3.150699,1.325204,0.86858,-2.006274,3.895625,-1.246285,0.483366,2.766912,,5.674978,1.093044,,2.506791,,,1.159289,,3.31422,2.386366,2.983307,,,,5.533293,6.354808,2.657057,,-0.287544,,,,-0.3405,-2.28019,-6.760203,1.266424,,4.778024,-3.978887,-2.95983,3.138612,,,,,3.539498
SK-MEL-2,digestive_system,large_intestine,-2.131625,3.025297,-0.18323,6.214504,1.50911,5.139746,5.795017,8.35154,4.396252,3.898498,0.643281,4.191257,5.317177,-2.082641,1.168607,5.290125,5.309629,4.948981,5.768084,-2.370361,-0.092258,1.820061,0.638545,0.541095,3.671592,4.172024,8.166848,6.456275,5.218959,-0.872144,1.574413,4.154553,3.937725,2.138356,-1.266197,0.282739,-1.550001,6.708661,2.909359,-2.868363,6.340119,-0.697314,1.853707,-0.52048,2.872071,-4.105267,7.805572,-1.067314,7.579933,4.68283,-5.832137,-1.46838,6.598304,-4.063131,2.462954,-4.934923,6.273421,3.057289,0.541025,4.446653,6.178824,1.628367,5.308283,4.808137,6.322447,5.579921,2.546002,-0.107372,3.567536,1.964443,8.037794,5.715128,2.23143,3.888696,-0.460395,-0.767862,6.33722,5.386135,-2.542487,6.505891,5.695487,5.452788,4.158715,2.529365,4.812534,2.711625,1.088571,1.379934,7.810556,4.17896,-2.314734,2.397344,3.010408,6.67515,2.012731,5.375204,-1.853578,3.626957,-4.065004,2.236263,5.01786,4.792632,6.224698,2.95572,5.279619,4.821621,2.135321,6.768391,5.819627,6.194416,7.016101,-1.314674,2.776983,1.583001,8.070802,6.295339,3.867689,1.07977,5.793229,7.420855,1.845127,5.670845,3.752805,6.948398,-1.468867,-0.556491,-8.129412,-0.726221,5.502271,4.814985,-5.585943,-4.935994,-0.404534,7.195311,7.272826,6.98736,2.146796,3.05208
SK-MEL-24,digestive_system,liver,-1.975454,3.92772,,,3.00309,2.056588,5.819937,10.80675,2.577753,2.983378,-0.921528,5.832013,3.258221,-3.150458,,,3.608332,,,1.748442,1.834963,3.725031,5.875962,,2.419178,5.527371,,,4.921889,1.511839,3.861817,4.765501,4.59546,3.148248,,1.023258,-0.556332,4.926467,5.656457,1.033247,,,5.781087,-1.114331,,-3.256756,,1.836557,11.246241,,-3.637121,-0.089544,4.118823,0.073439,1.541219,-0.048566,,4.606987,1.836369,4.358388,4.320197,3.703598,,4.49142,7.186298,,3.930334,,-1.085082,3.771136,3.545029,,2.098884,6.407379,3.18571,,,5.056036,-1.564374,5.56923,,2.801249,,,,0.054532,3.725388,0.317896,4.282009,3.948074,-0.660651,,2.032602,2.257437,3.14359,6.773008,-0.090541,5.419008,-0.014422,,5.440331,,5.854995,3.385967,,2.38208,,,6.686454,,5.727018,1.718307,4.530441,,,,3.533754,,3.669294,,0.125257,,,,-0.891806,-2.563651,2.71088,0.537704,,3.49745,-3.456244,0.56934,4.004174,,,,,4.615114
SK-MEL-28,soft_tissue,soft_tissue_other,-2.178481,2.460108,,,2.263733,5.213901,5.668625,9.666505,3.973772,4.01493,2.002558,4.119662,3.565494,0.779773,,,5.788489,,,2.25507,-0.581432,4.160347,5.667565,,2.961983,6.075169,,,5.723501,4.939765,3.056413,4.335492,3.828781,7.530704,,3.014361,-1.004864,4.441216,4.499779,-1.119298,,,3.07668,-1.190441,,-4.066795,,-0.224738,6.343259,,-5.969368,3.570594,6.440869,-2.52894,2.138173,-0.415768,,5.188658,-1.036882,4.382544,5.594276,0.445229,,4.055511,6.845304,,2.659078,,1.826108,4.452487,6.315922,,2.546775,6.417037,5.409815,,,2.836006,-0.299179,6.961348,,2.48294,,,,2.00067,3.549904,2.943022,6.185833,2.381414,-2.193292,,3.70484,5.41816,4.173935,4.200186,0.208813,2.32306,-6.489804,,1.998529,,6.049344,5.380615,,0.04468,,,6.056914,,6.28129,-2.163659,5.988244,,,,6.522663,,5.531362,,5.624701,,,,0.329186,-2.036025,0.647753,6.544319,,4.87502,-4.072028,-0.485505,2.304515,,,,,4.278995
SK-MEL-3,lung,lung_NSCLC_adenocarcinoma,1.059908,4.980916,,,5.072602,6.024667,6.394369,11.552804,3.066636,4.704973,0.494096,2.323717,5.722135,-3.036107,,,5.801682,0.542525,3.666954,1.261905,0.688958,4.789492,1.620709,,2.80207,5.595598,,,5.040374,-1.353498,5.397901,6.493453,2.312182,3.098988,,4.837979,-0.680458,3.28151,5.444181,-1.835542,,,5.618433,1.348474,,-1.110443,,2.412578,5.630491,,-2.484444,-1.913212,2.266751,0.35733,2.784651,-3.869173,,2.315719,1.543212,3.585891,6.134936,2.940518,,3.359589,3.401957,,3.55316,,3.295198,-2.25288,3.834943,,2.94624,6.710526,-0.131318,,,6.12844,-3.034468,7.156157,,6.351205,,3.886077,,0.054423,0.23406,-0.340911,4.929461,4.936636,-1.326211,,3.703601,6.043243,0.395795,1.609224,-5.936693,1.016686,-2.457739,3.78109,4.994517,,7.078793,4.666183,,2.507325,,,3.090077,,3.39133,-0.28337,5.58365,,,,6.422061,2.354366,6.651525,,0.971616,,,,0.357638,-0.413827,-5.033785,1.604962,,4.73998,-0.332668,-4.055378,1.342449,,,,,5.350474
SK-MEL-30,skin,melanoma,-0.092279,0.750606,,,2.643656,6.323634,6.015668,9.576084,5.387052,3.840249,1.297248,4.278032,6.074217,-3.132216,,,5.910984,-0.246274,,-1.294304,0.9116,3.340884,3.859788,,3.288059,4.771637,,,5.483256,0.752874,2.462209,4.380546,4.313444,-0.975828,,4.99503,-2.413863,5.928517,4.47827,0.284435,,,5.789158,0.959309,,-3.84377,,1.204406,6.439211,,-4.707678,-3.335239,4.851057,-2.597198,2.54907,-6.612855,,2.109492,1.750982,1.919769,6.371271,3.968725,,3.40981,2.075954,,5.194255,,0.850713,-7.497527,3.954499,,1.748404,4.947062,-0.530214,,,3.197293,-3.183944,6.472937,,6.093364,,4.814167,,1.348388,-0.918473,-0.745895,3.48308,1.231387,-1.628624,,5.354152,2.297046,2.918215,0.652379,-7.942727,2.263502,0.179807,2.64355,2.387854,,5.721161,1.940632,,0.288077,,,5.56171,,2.185087,2.414376,5.351895,,,,6.290532,0.439142,2.68395,,-0.364138,,,,-3.270839,-0.983012,-5.730966,1.319975,,4.936874,-2.853991,-4.389626,2.43431,,,,,1.898218
SK-MEL-5,skin,melanoma,0.821696,4.447417,,,2.827248,4.187535,5.93939,11.862654,,3.984112,,,7.090443,,,,4.053504,4.250219,2.289466,-0.743867,-0.620997,2.443308,,,3.381336,5.74176,,,5.645991,,1.763572,,,,,1.692765,,6.347039,5.86301,-1.387566,,,,0.124139,,-4.548962,,2.889366,,,-5.812969,,3.47082,-3.261661,,,,,,,5.597435,0.957337,,,,,3.559329,,3.448501,,,,3.354508,6.165133,,,,3.603551,,,,3.188964,,2.366026,,3.061544,,,,3.682892,-2.623253,,2.808804,1.946772,,,,,-4.422186,2.632596,4.698561,,4.288627,,,1.192879,,,,,,-1.143616,5.994463,,,,,1.214098,6.340016,,,,,,-0.82578,-1.851053,,,,3.877177,-5.435261,,-0.326629,,,,,3.179338
SK-MES-1,skin,melanoma,-3.322634,0.540121,,,5.172994,5.726219,3.267854,9.586652,0.742394,5.16369,1.270975,1.23681,6.170847,-4.66191,,,5.706189,1.924073,1.882011,-0.814341,-0.824451,5.174086,0.59466,,0.108734,6.659603,,,5.551092,0.589583,1.084712,2.348217,4.373996,1.123173,,1.178128,-2.416653,6.508746,4.605169,-3.068261,,,4.622635,1.763922,,-4.529623,,-0.214651,5.396326,,-5.824591,-3.457645,4.721368,-0.679701,1.611783,-6.689693,,-0.212669,0.72778,1.372996,6.146168,0.699783,,3.630137,2.770649,,5.280558,,1.293668,-8.022779,2.449741,,2.310865,5.802652,-1.879621,,,4.766184,-3.216062,4.612595,,5.819089,,2.823872,,1.623165,-1.155646,-2.973633,6.182931,3.178724,-2.932551,,4.573961,5.176197,3.646011,1.00419,-2.04696,4.088786,-1.136802,0.962424,4.300128,,5.036593,1.767963,,3.079065,,,1.926625,,2.132703,0.299845,3.441085,,,,4.253457,5.405238,5.582224,,1.838376,,,,0.043959,-1.538168,-11.547162,0.649647,,5.065236,-4.75083,-5.162857,1.953633,,,,,2.637261
SK-MG-1,skin,melanoma,-2.310743,4.119296,,,2.26173,6.139361,3.907447,7.171408,,3.473536,,,6.931081,,,,5.273301,5.567778,1.599084,-1.431375,-0.195062,2.669349,,,3.154239,2.160242,,,6.333342,,0.44845,,,,,1.894567,,6.391676,4.484553,-0.741056,,,,3.380693,,-5.265971,,-0.749548,,,-6.173663,,5.263317,-5.047551,,,,,,,6.85525,-1.040734,,,,,2.590903,,3.409247,,,,2.124541,6.090079,,,,5.980316,,,,6.02407,,0.937603,,2.978918,,,,2.738744,-4.062855,,2.769017,6.262119,,,,,0.780769,1.684592,5.070051,,6.645319,,,6.61082,,,,,,2.853021,4.928063,,,,,4.244143,7.025797,,,,,,-1.254734,-2.054319,,,,4.452605,-5.612065,,0.822449,,,,,2.146
SK-MM-2,skin,melanoma,3.528741,5.261556,-0.473365,4.017854,-2.638265,6.611023,6.313227,7.787153,3.000561,5.607203,4.001517,5.950678,6.360667,-2.19419,5.612164,6.117298,6.753138,6.621082,3.757037,2.529646,-0.109359,5.67429,3.047392,-0.83374,4.441843,6.832412,3.765035,-0.461714,5.849494,-0.928464,3.695504,6.396253,5.214535,3.145834,-6.819887,5.418184,0.280693,6.340381,7.112495,1.943007,4.383324,-2.083911,3.433317,5.735555,4.424375,-2.079521,7.096336,4.861502,4.611144,4.133708,0.267394,-0.059427,7.382574,1.013219,5.249888,-4.059697,5.723651,2.270292,6.653728,3.290804,7.54785,0.888051,5.114356,4.492617,7.759259,3.745743,5.438946,-0.902648,3.876433,-0.735804,4.52635,5.509685,3.426153,7.15469,0.240843,-2.234076,6.475603,6.977042,-5.300906,6.661329,4.549692,6.617678,2.468616,1.458209,-0.919608,1.586236,0.77759,0.999511,7.409707,5.468511,-1.471694,-0.876863,5.493853,7.156191,-0.423265,3.569738,-0.550275,3.169476,3.782961,5.075873,5.620246,3.691741,7.126987,2.518402,5.44325,6.802513,1.265214,3.900389,4.285867,6.55921,7.218167,6.916686,6.347189,2.111503,6.706378,1.783217,7.137638,6.722869,7.162378,7.956242,-0.695217,3.553777,1.700777,6.508913,0.726749,1.144129,-3.08747,3.312289,2.973233,5.067818,2.103791,0.29953,1.331018,6.315822,6.295674,0.950184,4.328707,6.23598
SK-N-AS,skin,melanoma,1.237539,3.251083,,,5.448229,6.085465,4.741615,7.31103,4.293059,4.304608,3.868864,6.304445,4.402647,-1.301223,,,4.142573,5.68623,5.597359,-1.29776,-0.080021,4.565655,2.543728,,4.366322,2.078505,,,5.814668,0.933076,1.653855,6.118423,4.384773,7.576071,,3.9636,-3.143492,5.32569,3.056355,-1.316571,,,3.947932,0.562939,,-4.169754,,-1.47097,6.878639,,-4.284911,1.004355,4.643063,-2.9782,2.626708,0.054185,,5.2337,1.876315,3.709918,6.975963,3.138528,,3.930528,6.96456,,3.102474,,2.89152,1.087746,7.388966,,3.927803,6.068215,0.192736,,,4.238451,-1.128196,5.586397,,6.466876,,4.539491,,1.210151,3.566702,0.582621,7.253289,4.839839,-2.205337,,3.74064,7.24937,4.471779,4.770195,0.045787,5.316546,-4.227883,2.084274,5.193686,,4.891531,3.343466,,6.350025,,,4.770789,,5.604419,-0.547794,6.848521,,,,4.520356,2.732981,5.885865,,0.580088,,,,-1.708247,-1.664037,-3.026068,5.520709,,4.624041,-4.058976,-0.142067,0.244904,,,,,1.812223
